cities,state,country,country_code
Krishnanagar,West Bengal,INDIA,IN
Malda,West Bengal,INDIA,IN
Midnapore,West Bengal,INDIA,IN
Murshidabad,West Bengal,INDIA,IN
Nabadwip,West Bengal,INDIA,IN
Palashi,West Bengal,INDIA,IN
Panihati,West Bengal,INDIA,IN
Purulia,West Bengal,INDIA,IN
Raiganj,West Bengal,INDIA,IN
Santipur,West Bengal,INDIA,IN
Shantiniketan,West Bengal,INDIA,IN
Shrirampur,West Bengal,INDIA,IN
Siliguri,West Bengal,INDIA,IN
Siuri,West Bengal,INDIA,IN
Tamluk,West Bengal,INDIA,IN
Titagarh,West Bengal,INDIA,IN
Ahmedabad,Gujarat,INDIA,IN

